year,state_name,,district_name,season,crop_name,crop_type,area,production
 1998-99,Jharkhand,,Bokaro,Kharif     ,Small Millets,Cereals,203,90
 1998-99,Jharkhand,,Chatra,Kharif     ,Small Millets,Cereals,254,114
 1998-99,Bihar,,Darbhanga,Kharif     ,Small Millets,Cereals,2,2
 1998-99,Bihar,,Deoghar,Kharif     ,Small Millets,Cereals,188,98
 1998-99,Bihar,,Dhanbad,Kharif     ,Small Millets,Cereals,94,42
 1998-99,Jharkhand,,Dumka,Kharif     ,Small Millets,Cereals,1257,654
 1998-99,Jharkhand,,East Singhbum,Kharif     ,Small Millets,Cereals,5,3
 1998-99,Bihar,,Garhwa,Kharif     ,Small Millets,Cereals,2524,1312
 1998-99,Jharkhand,,Giridih,Kharif     ,Small Millets,Cereals,923,411
 1998-99,Jharkhand,,Godda,Kharif     ,Small Millets,Cereals,360,187
 1998-99,Bihar,,Gopalganj,Kharif     ,Small Millets,Cereals,1056,1127
 1998-99,Jharkhand,,Gumla,Kharif     ,Small Millets,Cereals,7425,3861
 1998-99,Jharkhand,,Hazaribagh,Kharif     ,Small Millets,Cereals,473,210
 1998-99,Bihar,,Jehanabad,Kharif     ,Small Millets,Cereals,8,4
 1998-99,Bihar,,Kaimur (Bhabua),Kharif     ,Small Millets,Cereals,366,190
 1998-99,Bihar,,Katihar,Kharif     ,Small Millets,Cereals,99,92
 1998-99,Bihar,,Khagaria,Kharif     ,Small Millets,Cereals,1914,998
 1998-99,Bihar,,Kishanganj,Kharif     ,Small Millets,Cereals,35,21
 1998-99,Jharkhand,,Koderma,Kharif     ,Small Millets,Cereals,83,37
 1998-99,Bihar,,Lakhisarai,Kharif     ,Small Millets,Cereals,28,16
 1998-99,Jharkhand,,Lohardaga,Kharif     ,Small Millets,Cereals,569,296
 1998-99,Bihar,,Madhepura,Kharif     ,Small Millets,Cereals,208,131
 1998-99,Bihar,,Madhubani,Kharif     ,Small Millets,Cereals,208,209
 1998-99,Bihar,,Munger,Kharif     ,Small Millets,Cereals,6,3
 1998-99,Bihar,,Muzaffarpur,Kharif     ,Small Millets,Cereals,16,8
 1998-99,Bihar,,Nalanda,Kharif     ,Small Millets,Cereals,3,3
 1998-99,Bihar,,Nawada,Kharif     ,Small Millets,Cereals,1,1
 1998-99,Jharkhand,,Pakur,Kharif     ,Small Millets,Cereals,117,61
 1998-99,Jharkhand,,Palamu,Kharif     ,Small Millets,Cereals,4920,2558
 1998-99,Bihar,,Pashchim Champaran,Kharif     ,Small Millets,Cereals,213,66
 1998-99,Bihar,,Patna,Kharif     ,Small Millets,Cereals,5,5
 1998-99,Bihar,,Purbi Champaran,Kharif     ,Small Millets,Cereals,69,53
 1998-99,Jharkhand,,Ranchi,Kharif     ,Small Millets,Cereals,3958,2058
 1998-99,Bihar,,Rohtas,Kharif     ,Small Millets,Cereals,7,4
 1998-99,Bihar,,Saharsa,Kharif     ,Small Millets,Cereals,128,67
 1998-99,Jharkhand,,Sahebganj,Kharif     ,Small Millets,Cereals,105,56
 1998-99,Bihar,,Samastipur,Kharif     ,Small Millets,Cereals,187,143
 1998-99,Bihar,,Saran,Kharif     ,Small Millets,Cereals,1185,1117
 1998-99,Bihar,,Sheikhpura,Kharif     ,Small Millets,Cereals,8,4
 1998-99,Bihar,,Sheohar,Kharif     ,Small Millets,Cereals,10,4
 1998-99,Bihar,,Sitamarhi,Kharif     ,Small Millets,Cereals,128,55
 1998-99,Bihar,,Siwan,Kharif     ,Small Millets,Cereals,1252,947
 1998-99,Bihar,,Supaul,Kharif     ,Small Millets,Cereals,32,30
 1998-99,Bihar,,Vaishali,Kharif     ,Small Millets,Cereals,398,179
 1998-99,Jharkhand,,West Singhbhum,Kharif     ,Small Millets,Cereals,222,115
 1998-99,Bihar,,Araria,Whole Year ,Sugarcane,Sugar,77,3146
 1998-99,Bihar,,Aurangabad,Whole Year ,Sugarcane,Sugar,556,28873
 1998-99,Bihar,,Banka,Whole Year ,Sugarcane,Sugar,945,46902
 1998-99,Bihar,,Begusarai,Whole Year ,Sugarcane,Sugar,1876,93948
 1998-99,Bihar,,Bhagalpur,Whole Year ,Sugarcane,Sugar,2231,90256
 1998-99,Bihar,,Bhojpur,Whole Year ,Sugarcane,Sugar,310,7073
 1998-99,Bihar,,Buxar,Whole Year ,Sugarcane,Sugar,396,9752
 1998-99,Jharkhand,,Chatra,Whole Year ,Sugarcane,Sugar,642,19322
 1998-99,Bihar,,Darbhanga,Whole Year ,Sugarcane,Sugar,1492,33580
 1998-99,Jharkhand,,Dumka,Whole Year ,Sugarcane,Sugar,2,98
 1998-99,Bihar,,Garhwa,Whole Year ,Sugarcane,Sugar,140,2118
 1998-99,Bihar,,Gaya,Whole Year ,Sugarcane,Sugar,2155,111909
 1998-99,Jharkhand,,Giridih,Whole Year ,Sugarcane,Sugar,15,585
 1998-99,Jharkhand,,Godda,Whole Year ,Sugarcane,Sugar,98,4584
 1998-99,Bihar,,Gopalganj,Whole Year ,Sugarcane,Sugar,15562,798697
 1998-99,Jharkhand,,Hazaribagh,Whole Year ,Sugarcane,Sugar,640,19262
 1998-99,Bihar,,Jamui,Whole Year ,Sugarcane,Sugar,626,30927
 1998-99,Bihar,,Jehanabad,Whole Year ,Sugarcane,Sugar,330,17137
 1998-99,Bihar,,Kaimur (Bhabua),Whole Year ,Sugarcane,Sugar,889,19504
 1998-99,Bihar,,Katihar,Whole Year ,Sugarcane,Sugar,2,82
 1998-99,Bihar,,Khagaria,Whole Year ,Sugarcane,Sugar,144,7272
 1998-99,Bihar,,Kishanganj,Whole Year ,Sugarcane,Sugar,19,776
 1998-99,Jharkhand,,Koderma,Whole Year ,Sugarcane,Sugar,306,9210
 1998-99,Jharkhand,,Lohardaga,Whole Year ,Sugarcane,Sugar,50,2339
 1998-99,Bihar,,Madhepura,Whole Year ,Sugarcane,Sugar,618,29932
 1998-99,Bihar,,Madhubani,Whole Year ,Sugarcane,Sugar,1188,34972
 1998-99,Bihar,,Munger,Whole Year ,Sugarcane,Sugar,12,591
 1998-99,Bihar,,Muzaffarpur,Whole Year ,Sugarcane,Sugar,1557,59183
 1998-99,Bihar,,Nalanda,Whole Year ,Sugarcane,Sugar,85,2387
 1998-99,Bihar,,Nawada,Whole Year ,Sugarcane,Sugar,190,9867
 1998-99,Jharkhand,,Pakur,Whole Year ,Sugarcane,Sugar,4,187
 1998-99,Jharkhand,,Palamu,Whole Year ,Sugarcane,Sugar,685,10365
 1998-99,Bihar,,Pashchim Champaran,Whole Year ,Sugarcane,Sugar,45575,2401131
 1998-99,Bihar,,Patna,Whole Year ,Sugarcane,Sugar,380,8930
 1998-99,Bihar,,Purbi Champaran,Whole Year ,Sugarcane,Sugar,10705,497233
 1998-99,Bihar,,Purnia,Whole Year ,Sugarcane,Sugar,292,11930
 1998-99,Bihar,,Rohtas,Whole Year ,Sugarcane,Sugar,597,13696
 1998-99,Bihar,,Saharsa,Whole Year ,Sugarcane,Sugar,51,2452
 1998-99,Bihar,,Samastipur,Whole Year ,Sugarcane,Sugar,2914,78806
 1998-99,Bihar,,Saran,Whole Year ,Sugarcane,Sugar,286,9789
 1998-99,Bihar,,Sheikhpura,Whole Year ,Sugarcane,Sugar,64,3227
 1998-99,Bihar,,Sheohar,Whole Year ,Sugarcane,Sugar,1347,64049
 1998-99,Bihar,,Sitamarhi,Whole Year ,Sugarcane,Sugar,4207,163518
 1998-99,Bihar,,Siwan,Whole Year ,Sugarcane,Sugar,6491,337710
 1998-99,Bihar,,Supaul,Whole Year ,Sugarcane,Sugar,2,94
 1998-99,Bihar,,Vaishali,Whole Year ,Sugarcane,Sugar,182,3665
 1998-99,Bihar,,Araria,Kharif     ,Sunflower,Oilseeds,2316,1297
 1998-99,Bihar,,Aurangabad,Kharif     ,Sunflower,Oilseeds,6,6
 1998-99,Bihar,,Begusarai,Kharif     ,Sunflower,Oilseeds,940,867
 1998-99,Bihar,,Bhagalpur,Kharif     ,Sunflower,Oilseeds,759,599
 1998-99,Bihar,,Buxar,Kharif     ,Sunflower,Oilseeds,39,31
 1998-99,Jharkhand,,Chatra,Kharif     ,Sunflower,Oilseeds,30,24
 1998-99,Bihar,,Garhwa,Kharif     ,Sunflower,Oilseeds,562,443
 1998-99,Bihar,,Gaya,Kharif     ,Sunflower,Oilseeds,31,29
 1998-99,Jharkhand,,Godda,Kharif     ,Sunflower,Oilseeds,11,9
 1998-99,Bihar,,Gopalganj,Kharif     ,Sunflower,Oilseeds,8,6
 1998-99,Jharkhand,,Gumla,Kharif     ,Sunflower,Oilseeds,4,3
 1998-99,Jharkhand,,Hazaribagh,Kharif     ,Sunflower,Oilseeds,12,9
 1998-99,Bihar,,Jehanabad,Kharif     ,Sunflower,Oilseeds,48,45
 1998-99,Bihar,,Kaimur (Bhabua),Kharif     ,Sunflower,Oilseeds,7,6
 1998-99,Bihar,,Katihar,Kharif     ,Sunflower,Oilseeds,1334,714
 1998-99,Bihar,,Khagaria,Kharif     ,Sunflower,Oilseeds,2382,2196
 1998-99,Bihar,,Kishanganj,Kharif     ,Sunflower,Oilseeds,26,14
 1998-99,Jharkhand,,Lohardaga,Kharif     ,Sunflower,Oilseeds,22,17
 1998-99,Bihar,,Madhepura,Kharif     ,Sunflower,Oilseeds,4094,3541
 1998-99,Bihar,,Madhubani,Kharif     ,Sunflower,Oilseeds,8,5
 1998-99,Bihar,,Munger,Kharif     ,Sunflower,Oilseeds,6,6
 1998-99,Bihar,,Muzaffarpur,Kharif     ,Sunflower,Oilseeds,23,30
 1998-99,Bihar,,Nalanda,Kharif     ,Sunflower,Oilseeds,250,197
 1998-99,Bihar,,Nawada,Kharif     ,Sunflower,Oilseeds,132,125
 1998-99,Jharkhand,,Palamu,Kharif     ,Sunflower,Oilseeds,13,10
 1998-99,Bihar,,Pashchim Champaran,Kharif     ,Sunflower,Oilseeds,113,147
 1998-99,Bihar,,Patna,Kharif     ,Sunflower,Oilseeds,42,33
 1998-99,Bihar,,Purbi Champaran,Kharif     ,Sunflower,Oilseeds,136,177
 1998-99,Bihar,,Purnia,Kharif     ,Sunflower,Oilseeds,1927,971
 1998-99,Jharkhand,,Ranchi,Kharif     ,Sunflower,Oilseeds,3,2
 1998-99,Bihar,,Rohtas,Kharif     ,Sunflower,Oilseeds,10,8
 1998-99,Bihar,,Saharsa,Kharif     ,Sunflower,Oilseeds,2165,1873
 1998-99,Bihar,,Samastipur,Kharif     ,Sunflower,Oilseeds,354,217
 1998-99,Bihar,,Saran,Kharif     ,Sunflower,Oilseeds,4,3
 1998-99,Bihar,,Sheikhpura,Kharif     ,Sunflower,Oilseeds,15,14
 1998-99,Bihar,,Sitamarhi,Kharif     ,Sunflower,Oilseeds,9,12
 1998-99,Bihar,,Siwan,Kharif     ,Sunflower,Oilseeds,36,28
 1998-99,Bihar,,Supaul,Kharif     ,Sunflower,Oilseeds,4985,4312
 1998-99,Bihar,,Vaishali,Kharif     ,Sunflower,Oilseeds,7,9
 1998-99,Jharkhand,,West Singhbhum,Kharif     ,Sunflower,Oilseeds,1,1
 1998-99,Bihar,,Araria,Whole Year ,Sweet Potato,Vegetable,1143,12356
 1998-99,Bihar,,Aurangabad,Whole Year ,Sweet Potato,Vegetable,92,995
 1998-99,Bihar,,Begusarai,Whole Year ,Sweet Potato,Vegetable,413,5712
 1998-99,Bihar,,Bhagalpur,Whole Year ,Sweet Potato,Vegetable,20,216
 1998-99,Bihar,,Bhojpur,Whole Year ,Sweet Potato,Vegetable,1,11
 1998-99,Jharkhand,,Bokaro,Whole Year ,Sweet Potato,Vegetable,14,151
 1998-99,Bihar,,Darbhanga,Whole Year ,Sweet Potato,Vegetable,236,2551
 1998-99,Jharkhand,,Dumka,Whole Year ,Sweet Potato,Vegetable,29,313
 1998-99,Bihar,,Garhwa,Whole Year ,Sweet Potato,Vegetable,60,649
 1998-99,Bihar,,Gaya,Whole Year ,Sweet Potato,Vegetable,14,151
 1998-99,Jharkhand,,Godda,Whole Year ,Sweet Potato,Vegetable,206,2227
 1998-99,Bihar,,Gopalganj,Whole Year ,Sweet Potato,Vegetable,179,1935
 1998-99,Jharkhand,,Gumla,Whole Year ,Sweet Potato,Vegetable,3885,41997
 1998-99,Jharkhand,,Hazaribagh,Whole Year ,Sweet Potato,Vegetable,1939,20961
 1998-99,Bihar,,Kaimur (Bhabua),Whole Year ,Sweet Potato,Vegetable,3,32
 1998-99,Bihar,,Katihar,Whole Year ,Sweet Potato,Vegetable,38,411
 1998-99,Bihar,,Khagaria,Whole Year ,Sweet Potato,Vegetable,106,1466
 1998-99,Bihar,,Kishanganj,Whole Year ,Sweet Potato,Vegetable,115,1243
 1998-99,Bihar,,Lakhisarai,Whole Year ,Sweet Potato,Vegetable,23,318
 1998-99,Jharkhand,,Lohardaga,Whole Year ,Sweet Potato,Vegetable,275,2973
 1998-99,Bihar,,Madhepura,Whole Year ,Sweet Potato,Vegetable,1555,15370
 1998-99,Bihar,,Madhubani,Whole Year ,Sweet Potato,Vegetable,698,7545
 1998-99,Bihar,,Munger,Whole Year ,Sweet Potato,Vegetable,168,2323
 1998-99,Bihar,,Muzaffarpur,Whole Year ,Sweet Potato,Vegetable,480,5189
 1998-99,Bihar,,Nawada,Whole Year ,Sweet Potato,Vegetable,7,76
 1998-99,Jharkhand,,Palamu,Whole Year ,Sweet Potato,Vegetable,27,292
 1998-99,Bihar,,Patna,Whole Year ,Sweet Potato,Vegetable,5,54
 1998-99,Bihar,,Purbi Champaran,Whole Year ,Sweet Potato,Vegetable,503,5437
 1998-99,Bihar,,Purnia,Whole Year ,Sweet Potato,Vegetable,105,1135
 1998-99,Jharkhand,,Ranchi,Whole Year ,Sweet Potato,Vegetable,2316,25036
 1998-99,Bihar,,Rohtas,Whole Year ,Sweet Potato,Vegetable,13,141
 1998-99,Bihar,,Saharsa,Whole Year ,Sweet Potato,Vegetable,20,198
 1998-99,Bihar,,Samastipur,Whole Year ,Sweet Potato,Vegetable,691,7470
 1998-99,Bihar,,Saran,Whole Year ,Sweet Potato,Vegetable,68,735
 1998-99,Bihar,,Sheohar,Whole Year ,Sweet Potato,Vegetable,56,605
 1998-99,Bihar,,Sitamarhi,Whole Year ,Sweet Potato,Vegetable,413,4465
 1998-99,Bihar,,Siwan,Whole Year ,Sweet Potato,Vegetable,210,2270
 1998-99,Bihar,,Supaul,Whole Year ,Sweet Potato,Vegetable,741,7324
 1998-99,Bihar,,Vaishali,Whole Year ,Sweet Potato,Vegetable,811,8767
 1998-99,Jharkhand,,West Singhbhum,Whole Year ,Sweet Potato,Vegetable,247,2670
 1998-99,Bihar,,Begusarai,Whole Year ,Tobacco,Drugs And Narcotics,35,52
 1998-99,Bihar,,Bhagalpur,Whole Year ,Tobacco,Drugs And Narcotics,25,19
 1998-99,Bihar,,Darbhanga,Whole Year ,Tobacco,Drugs And Narcotics,18,14
 1998-99,Jharkhand,,Dumka,Whole Year ,Tobacco,Drugs And Narcotics,1,1
 1998-99,Bihar,,Gopalganj,Whole Year ,Tobacco,Drugs And Narcotics,73,50
 1998-99,Bihar,,Kaimur (Bhabua),Whole Year ,Tobacco,Drugs And Narcotics,15,11
 1998-99,Bihar,,Katihar,Whole Year ,Tobacco,Drugs And Narcotics,126,96
 1998-99,Bihar,,Kishanganj,Whole Year ,Tobacco,Drugs And Narcotics,257,196
 1998-99,Jharkhand,,Lohardaga,Whole Year ,Tobacco,Drugs And Narcotics,1,1
 1998-99,Bihar,,Madhubani,Whole Year ,Tobacco,Drugs And Narcotics,50,38
 1998-99,Bihar,,Muzaffarpur,Whole Year ,Tobacco,Drugs And Narcotics,755,576
 1998-99,Bihar,,Purnia,Whole Year ,Tobacco,Drugs And Narcotics,133,101
 1998-99,Jharkhand,,Ranchi,Whole Year ,Tobacco,Drugs And Narcotics,11,8
 1998-99,Bihar,,Samastipur,Whole Year ,Tobacco,Drugs And Narcotics,7506,5727
 1998-99,Bihar,,Sheohar,Whole Year ,Tobacco,Drugs And Narcotics,54,41
 1998-99,Bihar,,Sitamarhi,Whole Year ,Tobacco,Drugs And Narcotics,259,198
 1998-99,Bihar,,Siwan,Whole Year ,Tobacco,Drugs And Narcotics,230,156
 1998-99,Bihar,,Vaishali,Whole Year ,Tobacco,Drugs And Narcotics,7988,6095
 1998-99,Bihar,,Araria,Whole Year ,Turmeric,Spices,88,141
 1998-99,Bihar,,Aurangabad,Whole Year ,Turmeric,Spices,3,3
 1998-99,Bihar,,Begusarai,Whole Year ,Turmeric,Spices,332,192
 1998-99,Bihar,,Bhagalpur,Whole Year ,Turmeric,Spices,85,91
 1998-99,Bihar,,Darbhanga,Whole Year ,Turmeric,Spices,7,4
 1998-99,Bihar,,Gopalganj,Whole Year ,Turmeric,Spices,4,5
 1998-99,Bihar,,Kaimur (Bhabua),Whole Year ,Turmeric,Spices,13,14
 1998-99,Bihar,,Katihar,Whole Year ,Turmeric,Spices,12,23
 1998-99,Bihar,,Khagaria,Whole Year ,Turmeric,Spices,41,24
 1998-99,Bihar,,Kishanganj,Whole Year ,Turmeric,Spices,147,279
 1998-99,Bihar,,Madhepura,Whole Year ,Turmeric,Spices,44,47
 1998-99,Bihar,,Madhubani,Whole Year ,Turmeric,Spices,9,9
 1998-99,Bihar,,Muzaffarpur,Whole Year ,Turmeric,Spices,145,141
 1998-99,Jharkhand,,Palamu,Whole Year ,Turmeric,Spices,1,1
 1998-99,Bihar,,Pashchim Champaran,Whole Year ,Turmeric,Spices,83,81
 1998-99,Bihar,,Purbi Champaran,Whole Year ,Turmeric,Spices,362,352
 1998-99,Bihar,,Purnia,Whole Year ,Turmeric,Spices,142,282
 1998-99,Jharkhand,,Ranchi,Whole Year ,Turmeric,Spices,2,2
 1998-99,Bihar,,Rohtas,Whole Year ,Turmeric,Spices,1,1
 1998-99,Bihar,,Saharsa,Whole Year ,Turmeric,Spices,10,11
 1998-99,Bihar,,Samastipur,Whole Year ,Turmeric,Spices,1292,1276
 1998-99,Bihar,,Sheohar,Whole Year ,Turmeric,Spices,8,8
 1998-99,Bihar,,Sitamarhi,Whole Year ,Turmeric,Spices,43,42
 1998-99,Bihar,,Siwan,Whole Year ,Turmeric,Spices,69,92
 1998-99,Bihar,,Supaul,Whole Year ,Turmeric,Spices,89,95
 1998-99,Bihar,,Vaishali,Whole Year ,Turmeric,Spices,74,72
 1998-99,Bihar,,Araria,Kharif     ,Urad,Pulses,1174,881
 1998-99,Bihar,,Aurangabad,Kharif     ,Urad,Pulses,26,18
 1998-99,Bihar,,Banka,Kharif     ,Urad,Pulses,6,5
 1998-99,Bihar,,Begusarai,Kharif     ,Urad,Pulses,587,412
 1998-99,Bihar,,Bhagalpur,Kharif     ,Urad,Pulses,6682,5025
 1998-99,Bihar,,Darbhanga,Kharif     ,Urad,Pulses,112,83
 1998-99,Bihar,,Gaya,Kharif     ,Urad,Pulses,242,168
 1998-99,Bihar,,Gopalganj,Kharif     ,Urad,Pulses,332,247
 1998-99,Bihar,,Jamui,Kharif     ,Urad,Pulses,16,11
 1998-99,Bihar,,Jehanabad,Kharif     ,Urad,Pulses,62,46
 1998-99,Bihar,,Kaimur (Bhabua),Kharif     ,Urad,Pulses,147,128
 1998-99,Bihar,,Katihar,Kharif     ,Urad,Pulses,4107,3092
 1998-99,Bihar,,Khagaria,Kharif     ,Urad,Pulses,3829,2787
 1998-99,Bihar,,Kishanganj,Kharif     ,Urad,Pulses,473,356
 1998-99,Bihar,,Madhepura,Kharif     ,Urad,Pulses,422,318
 1998-99,Bihar,,Madhubani,Kharif     ,Urad,Pulses,914,678
 1998-99,Bihar,,Munger,Kharif     ,Urad,Pulses,113,80
 1998-99,Bihar,,Muzaffarpur,Kharif     ,Urad,Pulses,653,419
 1998-99,Bihar,,Nawada,Kharif     ,Urad,Pulses,141,96
 1998-99,Bihar,,Pashchim Champaran,Kharif     ,Urad,Pulses,217,189
 1998-99,Bihar,,Patna,Kharif     ,Urad,Pulses,5,5
 1998-99,Bihar,,Purbi Champaran,Kharif     ,Urad,Pulses,82,52
 1998-99,Bihar,,Purnia,Kharif     ,Urad,Pulses,118,89
 1998-99,Bihar,,Rohtas,Kharif     ,Urad,Pulses,63,54
 1998-99,Bihar,,Saharsa,Kharif     ,Urad,Pulses,1397,1040
 1998-99,Bihar,,Samastipur,Kharif     ,Urad,Pulses,1255,891
 1998-99,Bihar,,Saran,Kharif     ,Urad,Pulses,179,133
 1998-99,Bihar,,Sitamarhi,Kharif     ,Urad,Pulses,84,72
 1998-99,Bihar,,Siwan,Kharif     ,Urad,Pulses,271,201
 1998-99,Bihar,,Supaul,Kharif     ,Urad,Pulses,639,464
 1998-99,Bihar,,Vaishali,Kharif     ,Urad,Pulses,768,561
 1998-99,Bihar,,Araria,Rabi       ,Wheat,Cereals,46331,77310
 1998-99,Bihar,,Aurangabad,Rabi       ,Wheat,Cereals,52265,120615
 1998-99,Bihar,,Banka,Rabi       ,Wheat,Cereals,27786,37804
 1998-99,Bihar,,Begusarai,Rabi       ,Wheat,Cereals,57520,118548
 1998-99,Bihar,,Bhagalpur,Rabi       ,Wheat,Cereals,43106,92403
 1998-99,Bihar,,Bhojpur,Rabi       ,Wheat,Cereals,70699,160409
 1998-99,Jharkhand,,Bokaro,Rabi       ,Wheat,Cereals,621,819
 1998-99,Bihar,,Buxar,Rabi       ,Wheat,Cereals,66625,156956
 1998-99,Jharkhand,,Chatra,Rabi       ,Wheat,Cereals,5212,6897
 1998-99,Bihar,,Darbhanga,Rabi       ,Wheat,Cereals,60417,105933
 1998-99,Bihar,,Deoghar,Rabi       ,Wheat,Cereals,4360,8026
 1998-99,Bihar,,Dhanbad,Rabi       ,Wheat,Cereals,800,1592
 1998-99,Jharkhand,,Dumka,Rabi       ,Wheat,Cereals,4996,9564
 1998-99,Jharkhand,,East Singhbum,Rabi       ,Wheat,Cereals,270,454
 1998-99,Bihar,,Garhwa,Rabi       ,Wheat,Cereals,7970,11330
 1998-99,Bihar,,Gaya,Rabi       ,Wheat,Cereals,49192,101350
 1998-99,Jharkhand,,Giridih,Rabi       ,Wheat,Cereals,4630,5546
 1998-99,Jharkhand,,Godda,Rabi       ,Wheat,Cereals,8667,15404
 1998-99,Bihar,,Gopalganj,Rabi       ,Wheat,Cereals,90266,209423
 1998-99,Jharkhand,,Gumla,Rabi       ,Wheat,Cereals,1724,2336
 1998-99,Jharkhand,,Hazaribagh,Rabi       ,Wheat,Cereals,5047,10313
 1998-99,Bihar,,Jamui,Rabi       ,Wheat,Cereals,20253,24345
 1998-99,Bihar,,Jehanabad,Rabi       ,Wheat,Cereals,42421,103444
 1998-99,Bihar,,Kaimur (Bhabua),Rabi       ,Wheat,Cereals,63164,150192
 1998-99,Bihar,,Katihar,Rabi       ,Wheat,Cereals,36282,73436
 1998-99,Bihar,,Khagaria,Rabi       ,Wheat,Cereals,33653,62533
 1998-99,Bihar,,Kishanganj,Rabi       ,Wheat,Cereals,19240,35172
 1998-99,Jharkhand,,Koderma,Rabi       ,Wheat,Cereals,1401,2187
 1998-99,Bihar,,Lakhisarai,Rabi       ,Wheat,Cereals,27765,37702
 1998-99,Jharkhand,,Lohardaga,Rabi       ,Wheat,Cereals,1889,2958
 1998-99,Bihar,,Madhepura,Rabi       ,Wheat,Cereals,37702,75206
 1998-99,Bihar,,Madhubani,Rabi       ,Wheat,Cereals,64510,105388
 1998-99,Bihar,,Munger,Rabi       ,Wheat,Cereals,16727,25236
 1998-99,Bihar,,Muzaffarpur,Rabi       ,Wheat,Cereals,86637,206699
 1998-99,Bihar,,Nalanda,Rabi       ,Wheat,Cereals,85011,211283
 1998-99,Bihar,,Nawada,Rabi       ,Wheat,Cereals,47841,100549
 1998-99,Jharkhand,,Pakur,Rabi       ,Wheat,Cereals,1540,2462
 1998-99,Jharkhand,,Palamu,Rabi       ,Wheat,Cereals,12978,18307
 1998-99,Bihar,,Pashchim Champaran,Rabi       ,Wheat,Cereals,81329,191380
 1998-99,Bihar,,Patna,Rabi       ,Wheat,Cereals,62838,157981
 1998-99,Bihar,,Purbi Champaran,Rabi       ,Wheat,Cereals,112284,219833
 1998-99,Bihar,,Purnia,Rabi       ,Wheat,Cereals,54728,103573
 1998-99,Jharkhand,,Ranchi,Rabi       ,Wheat,Cereals,3760,7756
 1998-99,Bihar,,Rohtas,Rabi       ,Wheat,Cereals,121036,266360
 1998-99,Bihar,,Saharsa,Rabi       ,Wheat,Cereals,50608,83620
 1998-99,Jharkhand,,Sahebganj,Rabi       ,Wheat,Cereals,2382,4936
 1998-99,Bihar,,Samastipur,Rabi       ,Wheat,Cereals,51874,108796
 1998-99,Bihar,,Saran,Rabi       ,Wheat,Cereals,88696,220061
 1998-99,Bihar,,Sheikhpura,Rabi       ,Wheat,Cereals,21487,44376
 1998-99,Bihar,,Sheohar,Rabi       ,Wheat,Cereals,11874,19040
 1998-99,Bihar,,Sitamarhi,Rabi       ,Wheat,Cereals,56547,92761
 1998-99,Bihar,,Siwan,Rabi       ,Wheat,Cereals,99028,205354
 1998-99,Bihar,,Supaul,Rabi       ,Wheat,Cereals,49758,72277
 1998-99,Bihar,,Vaishali,Rabi       ,Wheat,Cereals,45231,114786
 1998-99,Jharkhand,,West Singhbhum,Rabi       ,Wheat,Cereals,357,634
 1998-99,Chandigarh,,Chandigarh,Kharif     ,Arhar/Tur,Pulses,8,8
 1998-99,Chandigarh,,Chandigarh,Rabi       ,Gram,Pulses,4,4
 1998-99,Chandigarh,,Chandigarh,Kharif     ,Maize,Cereals,380,1330
 1998-99,Chandigarh,,Chandigarh,Rabi       ,Masoor,Pulses,2,3
 1998-99,Chandigarh,,Chandigarh,Kharif     ,Moong(Green Gram),Pulses,3,3
 1998-99,Chandigarh,,Chandigarh,Whole Year ,Onion,Vegetable,18,450
 1998-99,Chandigarh,,Chandigarh,Whole Year ,Potato,Vegetable,130,3250
 1998-99,Chandigarh,,Chandigarh,Rabi       ,Rapeseed &Mustard,Oilseeds,120,130
 1998-99,Chandigarh,,Chandigarh,Kharif     ,Rice,Cereals,120,360
 1998-99,Chandigarh,,Chandigarh,Kharif     ,Urad,Pulses,12,10
 1998-99,Chandigarh,,Chandigarh,Rabi       ,Wheat,Cereals,880,3960
 1998-99,The Dadra And Nagar Haveli And Daman And Diu,,Chandigarh,Kharif     ,Wheat,Cereals,280,397
 1998-99,The Dadra And Nagar Haveli And Daman And Diu,,Chandigarh,Kharif     ,Wheat,Cereals,2000,2149
 1998-99,Delhi,,Chandigarh,Kharif     ,Wheat,Cereals,2595,2091
 1998-99,Delhi,,Chandigarh,Kharif     ,Wheat,Cereals,305,83
 1998-99,Delhi,,Chandigarh,Kharif     ,Wheat,Cereals,1,1
 1998-99,Delhi,,Chandigarh,Rabi       ,Wheat,Cereals,152,36
 1998-99,Delhi,,Chandigarh,Kharif     ,Wheat,Cereals,9052,4058
 1998-99,Delhi,,Chandigarh,Kharif     ,Wheat,Cereals,165,132
 1998-99,Delhi,,Chandigarh,Whole Year ,Wheat,Cereals,142,1048
 1998-99,Delhi,,Chandigarh,Kharif     ,Wheat,Cereals,7303,10799
 1998-99,Delhi,,Chandigarh,Whole Year ,Wheat,Cereals,5,300
 1998-99,Delhi,,Chandigarh,Rabi       ,Wheat,Cereals,31037,107729
 1998-99,Goa,,Chandigarh,Whole Year ,Wheat,Cereals,1500,1820
 1998-99,Goa,,Chandigarh,Whole Year ,Wheat,Cereals,1900,14400
 1998-99,Goa,,Chandigarh,Whole Year ,Wheat,Cereals,250,70
 1998-99,Goa,,Chandigarh,Whole Year ,Wheat,Cereals,52875,15000
 1998-99,Goa,,Chandigarh,Whole Year ,Wheat,Cereals,24858,121000000
 1998-99,Goa,,Chandigarh,Kharif     ,Wheat,Cereals,350,412
